PLAY,2008,No,
BSAA,BSAT,BSBA,BSBT,BSCA,BSCT,BSFA,BSFT,BSGA,BSGT,BSPA,BSPT,BSSA,BSST,BSTA,BSTT,BSWA,BSWT,EPAV,ISCN,PACC,PAGE,PAGI,PAWR,PBCV,PBKT,PBOT,PBRE,PBSG,PBSK,PCAR,PCEL,PCMT,PCOL,PCON,PCPH,PCSA,PCTH,PCYL,PDPI,PDRO,PDRR,PEGO,PELU,PEPS,PEYE,PFHO,PFLA,PFMK,PFMS,PFNA,PFPB,PGHE,PGID,PGSL,PHAN,PHGT,PHLM,PHSN,PHTN,PICN,PIMP,PINJ,PJEN,PJER,PJMP,PJTY,PKAC,PKPR,PKRT,PLBD,PLBK,PLBP,PLCI,PLCP,PLDT,PLEL,PLHA,PLHS,PLHT,PLHW,PLHY,PLIB,PLJM,PLKN,PLMC,PLMO,PLNA,PLPE,PLPL,PLPm,PLPO,PLPR,PLPU,PLRL,PLSA,PLSC,PLSH,PLSM,PLTH,PLTL,PLTR,PLTY,PLWR,PLZC,PMOR,PMPC,PMRR,PNEC,PNEK,POID,POVR,PPBF,PPBK,PPBS,PPLA,PPOS,PPTI,PQBS,PRBF,PRBK,PRBS,PREL,PRHA,PRKN,PRL2,PROL,PRSE,PRSH,PRTH,PRWR,PSA0,PSA1,PSA2,PSA3,PSA4,PSA5,PSA6,PSB0,PSB1,PSB2,PSB3,PSB4,PSB5,PSB6,PSBO,PSHG,PSKH,PSKI,PSPD,PSPL,PSPR,PSTA,PSTM,PSTN,PSTR,PSTY,PSXP,PTAD,PTAK,PTAM,PTAS,PTEN,PTGH,PTHA,PTHP,PTOP,PTOR,PTSA,PTUP,PUHE,PUND,PVCO,PVIS,PVSB,PVTS,PWGT,PYCF,PYRP,PYWT,SRRN,TGID,TRBH,TRBR,TRCB,TRCL,TRCT,TRDO,TRDP,TRDS,TRFB,TRFK,TRFP,TRFY,TRHM,TRIC,TRJR,TRPB,TRSB,TRSC,TRSP,TRSW,TRTA,TRTL,TRTR,TRTS,TRWU,TSPM,
1,2.475,1,2.45,1,2.775,0.5,2.2,0.95,2.6,0.05,0,1,2.75,1,2.575,0.5,0.5,0,0,77,33,64,74,10,10,0,0,73,12,40,1,2476,107,0,2,0,24,0,35,7,2,3,20,JeanFrancoisRicky_20115,0,0,0,13,49,Ricky,0,229,20115,0,0,74,2,8,Miami,0,10,85,97,0,68,0,11,15,10,48430,15,0,10,0,0,0,38,0,79,0,-31,85,10,2,21,1,Jean Francois,10,100,70,99,71,75,12,10,12,15,10,2,1,10,27,11,29,0,1,3,1,0,20115,67,45,45,45,6,12,0,0,45,45,45,0,38,2,31,0,5,15,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,61,0,0,82,0,0,84,0,1633,6,76,6,6,1,72,18,19,0,6,0,15,0,0,0,0,0,0,149,50,11,0,10,1009,0,1,4,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,
0.9,0.45,0.9,0.7,1,2.95,0.6,2.315,0.825,0,0.025,0,1,0.35,0.8,0.4,0.5,0.5,0,0,85,33,73,74,10,10,0,0,70,12,40,1,2506,72,0,2,0,39,0,6,3,4,3,20,JohnsonMichael_20118,0,0,0,42,70,Michael,0,205,20118,0,0,79,7,0,Plantersville,0,10,88,90,0,87,0,15,25,10,14511,12,0,15,0,0,0,39,0,70,0,-31,82,47,2,33,1,Johnson,29,100,57,99,71,79,15,45,25,16,55,2,0,50,25,21,49,0,0,8,1,0,20118,69,45,45,45,6,11,0,0,45,45,45,0,39,2,31,0,15,16,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,77,0,0,84,20,0,76,0,1686,6,80,6,6,0,70,30,20,0,6,0,15,0,0,0,3,0,0,120,50,11,0,15,1009,0,0,3,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,
0.9,0.3,0.75,0.5,1,2.9,1,0.1,0.95,0.225,0.175,0,1,0.1,0.973,0.2,0.9,0.5,0,1,89,32,87,88,75,35,0,0,54,15,58,1,2489,157,4,1,660,77,4,14,1,35,0,50,JenkinsMalcolm_20124,0,0,0,58,55,Malcolm,0,131,20124,0,0,72,8,29,Piscataway,0,83,97,27,0,90,0,19,22,25,42415,15,1,56,3,0,0,50,0,89,1,-31,60,82,2,73,1,Jenkins,75,100,56,99,88,78,30,26,67,5,75,2,1,40,43,21,76,17,1,40,3,0,20124,81,35,35,35,6,18,13,0,35,35,35,0,50,2,0,1,1,5,2,21,254,330,430,561,0,0,0,406,406,406,407,0,0,0,1625,6,1,1,86,0,0,97,40,0,56,0,1641,6,73,6,6,1,92,20,21,0,6,3200,14,0,0,5,3,1686,2562,44,50,11,5,50,27,0,0,2,1,0,0,0,0,0,0,2,0,1,2,0,2,1,2,1,0,0,0,0,0,0,1,
0.907,0.6,0.757,0.355,1,0.201,0.8,0.55,0.749,0.35,0.05,0,1,0.5,0.852,0.46,0.5,0.5,12,0,85,34,78,86,10,13,0,0,71,12,52,0,3145,232,0,2,0,67,0,26,1,7,3,28,MatthewsClay_20143,0,0,0,60,70,Clay,0,237,20143,0,0,75,8,4,Los Angeles,0,76,76,52,0,80,0,10,17,10,29230,24,0,25,0,0,0,32,0,84,1,-31,84,10,2,45,1,Matthews,45,100,76,99,86,83,15,10,35,2,10,2,1,28,32,11,56,0,0,15,1,0,20143,74,45,45,45,6,13,24,0,45,45,45,0,32,2,0,0,11,2,2,11,50,375,0,0,0,0,0,300,200,0,0,0,0,0,0,6,1,0,80,0,0,91,10,0,75,0,2003,6,76,6,6,1,91,20,13,0,6,0,16,0,0,0,3,0,0,95,50,11,0,25,1009,1,1,3,0,0,0,0,0,0,0,2,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,
0.856,0.325,0.802,0.354,1,2.9,1,0.25,0.901,0.175,0.1,0,1,0.25,0.973,0.255,0.5,0.5,0,0,89,33,83,84,77,22,0,0,54,15,58,1,917,161,3,1,328,72,3,2,2,10,3,37,ChungPatrick_20146,0,0,0,57,51,Patrick,0,69,20146,0,0,71,8,50,Kingston,0,81,92,23,0,85,0,16,18,65,39855,21,1,30,0,0,0,40,0,84,1,-31,66,65,2,67,1,Chung,71,100,37,99,84,73,20,30,63,3,50,2,1,25,42,0,71,0,0,10,3,0,20146,78,35,35,35,6,18,0,0,35,35,35,0,40,2,0,0,5,3,2,0,85,338,238,0,0,0,0,243,133,133,0,0,0,0,509,6,1,1,87,0,0,96,20,0,59,0,720,6,79,6,6,1,92,28,30,0,6,661,15,0,0,3,0,509,661,55,50,11,5,20,22,0,0,2,0,0,0,0,0,0,0,2,0,1,2,0,2,0,1,1,0,0,0,0,0,0,1,
0.7,0.15,0.749,0.456,0.951,2.95,1,0.05,0.548,0.251,0.15,0,1,0.05,1,0.148,0.5,0.5,0,0,76,34,67,75,65,27,0,0,19,61,64,2,2356,119,1,2,105,25,1,511,63,12,3,54,HoyerBrian_20162,2,0,1,0,10,Brian,0,5,20162,10,0,74,2,34,North Olmsted,0,46,84,2,2,69,0,18,15,10,27821,10,0,15,0,0,0,34,0,12,1,-31,18,63,1,13,1,Hoyer,10,100,10,99,25,12,15,20,15,24,54,2,1,23,0,7,19,10,0,14,1,0,20162,58,12,12,12,81,0,10,1,18,18,18,0,0,1,0,0,1,24,2,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,68,0,0,88,65,3,60,0,1552,64,19,71,85,1,70,78,76,0,79,105,73,0,0,3,0,450,750,55,50,10,0,15,22,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0,0,0,0,0,0,3,
1,0.068,0.905,0.217,0.92,2.925,0.8,0.2,1,0.05,0.1,0,1,0,1,0.045,0.5,0.5,0,0,91,32,87,76,82,49,0,0,49,10,62,1,3525,136,0,2,0,71,0,7,7,10,3,59,MunnerlynCaptain_20202,0,0,0,9,48,Captain,0,192,20202,0,0,69,2,0,Mobile,0,10,91,26,0,85,0,24,21,72,20912,15,1,45,0,0,0,11,0,65,1,-31,55,86,2,72,1,Munnerlyn,73,100,32,99,74,66,15,10,62,2,83,2,1,10,38,21,69,0,0,10,0,0,20202,72,35,35,35,6,16,0,0,35,35,35,0,11,2,0,0,8,2,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,87,0,0,93,0,0,66,0,2203,6,60,6,6,1,70,21,17,0,6,0,12,0,0,0,0,0,0,35,50,11,0,20,1009,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,
0.6,0.17,0.81,0.455,0.802,0.103,1,0.7,0.601,0.2,0.1,0,1,0.705,0.897,0.513,0.5,0.5,0,0,82,33,73,83,73,46,0,0,21,68,71,2,1167,123,3,2,368,41,3,511,63,10,3,50,DanielChase_20218,0,0,1,74,10,Chase,0,27,20218,10,0,72,3,42,Southlake,0,46,85,4,1,65,0,12,12,10,15534,15,0,10,0,0,0,0,0,12,1,-31,25,65,2,13,1,Daniel,10,100,10,99,25,22,12,35,12,10,61,2,1,26,0,1,26,10,0,10,1,0,20218,60,14,14,16,80,0,1,1,12,11,15,0,0,2,0,0,1,10,2,1,201,262,342,0,0,0,0,167,167,166,0,0,0,0,500,6,1,0,74,0,0,95,30,0,52,0,710,57,22,69,89,1,89,77,72,0,83,1305,78,0,0,2,0,200,800,69,50,11,1,10,19,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,
1,2.507,0.8,2.353,0.758,2.681,1,2.481,0.902,2.461,0.102,0,1,2.581,1,2.415,0.5,0.5,0,1,76,34,63,80,10,8,0,0,26,12,40,2,4514,165,0,2,0,25,0,17,7,5,3,15,ShipleyAQ_20255,0,0,0,42,10,AQ,0,158,20255,0,0,73,7,37,Coraopolis,0,62,87,53,0,76,0,16,19,10,45614,75,0,14,1,0,0,8,0,20,0,-31,77,10,2,22,1,Shipley,10,100,10,99,22,33,15,10,16,11,10,2,0,10,16,21,21,0,0,7,2,0,20255,66,71,73,70,6,7,7,0,64,65,63,0,8,2,0,0,1,11,2,21,79,81,0,0,0,0,0,72,37,0,0,0,0,0,0,6,0,0,61,0,0,80,0,0,84,0,4868,6,26,6,6,1,92,30,17,0,6,0,15,0,0,0,0,0,0,147,50,10,4,17,1009,0,0,4,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,3,
1,0.1,0.65,0.725,1,2.9,1,0.25,0.725,0,0,0,1,0.251,0.875,2.875,0.5,0.5,0,0,78,35,63,66,10,9,0,0,14,16,35,2,2362,37,3,2,276,31,1,6,5,10,3,19,HuberKevin_20261,0,0,0,98,15,Kevin,0,279,20261,3,1,73,13,34,Cincinnati,0,67,95,10,1,39,0,75,88,10,33581,14,0,10,0,0,0,0,0,12,0,-31,20,10,2,12,1,Huber,10,100,15,99,19,20,12,10,12,3,10,2,0,10,45,0,31,3,0,10,1,0,20261,74,13,19,15,20,20,0,0,10,22,15,0,0,2,0,0,5,3,2,0,139,180,236,0,0,0,0,40,40,40,0,0,0,0,120,6,3,0,68,0,0,90,40,0,55,0,1555,25,22,30,30,1,50,40,42,0,20,675,15,0,0,3,0,120,675,51,50,11,10,10,2,0,0,4,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,
1,2.45,1,2.4,1,2.85,0.5,2.4,0.8,1.2,0.05,0,0.85,0.9,1,2.5,0.5,0.5,201,0,83,33,64,74,20,19,0,0,64,12,22,1,3244,115,0,2,0,32,0,40,7,3,3,24,McDonaldClinton_20284,0,0,0,14,63,Clinton,0,133,20284,0,0,74,2,3,Jacksonville,0,66,86,93,0,64,0,20,20,10,12335,37,0,26,0,0,0,0,0,66,0,-31,87,20,2,22,1,McDonald,24,100,75,99,72,77,25,25,15,11,25,2,0,22,26,13,29,0,0,7,1,0,20284,70,45,45,45,6,10,7,0,45,45,45,0,0,2,0,0,5,11,2,13,108,142,0,0,0,0,0,25,25,0,0,0,0,0,0,6,0,1,70,0,0,78,0,0,86,0,2055,6,78,6,6,1,87,19,36,0,6,0,14,0,0,0,0,0,0,137,50,11,0,15,1009,0,1,4,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,
0.85,0.1,0.551,2.65,1,2.875,1,0.6,0.75,2.975,0.15,0,1,0.2,0.9,2.989,0.5,0.5,0,1,76,34,61,69,10,9,0,0,14,16,35,2,3488,193,5,1,307,30,3,28,5,10,3,19,MorsteadThomas_20305,0,0,0,113,11,Thomas,0,26,20305,3,0,76,8,42,Pearland,0,79,95,6,2,49,0,95,94,10,14638,14,0,10,1,0,0,10,0,22,1,-31,20,10,2,12,1,Morstead,10,100,11,99,19,30,12,10,12,4,10,2,0,10,44,0,15,3,0,10,1,0,20305,84,13,19,15,20,20,0,0,15,22,15,0,0,2,0,1,15,4,2,0,74,96,125,163,216,0,0,182,182,182,182,183,0,0,911,6,3,0,72,0,0,90,80,0,58,0,2184,25,14,30,30,1,75,38,35,0,20,1585,17,0,0,5,0,593,1452,75,50,11,11,10,27,0,0,4,0,0,0,0,0,0,0,2,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,
0.856,0.325,0.802,0.354,1,2.9,1,0.25,0.901,0.175,0.1,0,1,0.25,0.973,0.255,0.5,0.5,0,0,88,34,82,76,59,40,0,0,54,12,55,1,3430,156,0,2,0,76,0,15,2,10,3,55,MitchellMike_20308,4,0,0,57,48,Mike,0,182,20308,0,0,73,8,16,Ft Thomas,0,10,90,34,0,87,0,19,26,35,2990,25,1,42,0,0,0,52,0,91,1,-31,70,59,2,69,1,Mitchell,66,100,57,99,79,77,25,64,63,5,65,1,0,60,43,21,72,12,0,10,1,0,20308,74,35,35,35,6,18,0,0,35,35,35,0,52,2,0,0,5,5,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,87,0,0,89,0,0,69,0,2139,6,70,6,6,1,93,25,24,0,6,0,15,0,0,0,0,0,0,61,50,11,0,20,1009,1,0,2,0,0,0,0,0,0,0,2,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,
0.399,0,0.548,2.51,0.853,0,0.4,0,0.403,0,0.05,0,0.403,0,0.35,0.297,0.5,0.5,0,0,78,24,74,64,52,26,0,0,21,47,64,1,1606,139,4,0,55,44,3,2,4,11,3,33,FinleyRyan_20327,0,0,1,56,10,Ryan,0,277,20327,10,0,76,8,2,Phoenix,1,36,87,5,1,75,0,62,65,10,54710,15,0,21,0,2,0,0,0,13,1,-31,20,38,2,12,1,Finley,9,100,10,99,16,29,15,26,26,1,29,2,1,22,0,3,16,10,0,14,3,0,20327,58,12,16,15,76,0,0,0,12,18,13,0,0,2,0,0,1,1,2,3,27,35,46,62,0,0,0,20,20,20,20,0,0,0,80,6,3,0,76,0,0,90,20,11,61,0,9457,73,20,70,84,1,83,82,81,0,76,250,74,0,0,4,0,80,250,52,50,1,0,17,2,0,0,4,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,4,
0.3,0.2,0.6,2.6,1,0.025,0.4,0,0.6,0,0.025,0,0.8,0.4,0.3,0.4,0.5,0.4,0,0,85,23,80,59,67,56,0,0,20,70,68,4,0,123,4,0,162,42,3,10,2,17,3,61,LockDrew_20328,0,0,1,56,10,Drew,0,172,20328,3,0,76,8,24,Lee's Summit,0,72,94,3,1,77,0,12,18,20,21816,14,0,28,0,4,0,0,0,19,1,-31,23,62,2,14,1,Lock,10,100,10,99,15,26,12,64,37,18,31,2,1,54,1,7,16,3,0,23,3,0,20328,67,13,13,14,79,0,0,1,14,24,18,0,0,2,0,0,1,18,2,0,49,64,84,111,0,0,0,98,98,98,99,0,0,0,393,6,0,0,82,0,0,94,95,13,69,0,9553,74,22,77,84,1,93,79,89,0,85,701,72,0,0,4,0,342,358,68,50,1,0,29,4,0,0,4,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,3,0,1,0,0,1,0,2,
0.7,0.15,0.749,0.456,0.951,2.95,1,0.05,0.548,0.251,0.15,0,1,0.05,1,0.148,0.5,0.5,0,0,81,25,77,67,70,52,0,0,19,61,65,2,1972,255,4,0,83,29,3,36,3,12,3,50,GrierWill_20330,0,0,0,56,10,Will,0,167,20330,10,0,74,8,32,Charlotte,0,55,89,3,1,82,0,45,56,10,6583,10,1,15,0,21,0,0,0,13,1,-31,17,64,2,13,1,Grier,10,100,10,99,18,26,12,30,18,18,62,2,1,31,3,3,16,10,0,14,3,0,20330,60,12,13,12,79,0,0,1,15,17,18,0,0,2,0,0,1,18,2,3,49,63,83,109,0,0,0,20,20,20,22,0,0,0,82,6,0,0,76,5,5,92,45,3,61,0,9481,70,21,75,86,1,91,78,79,0,79,386,75,0,0,4,0,81,304,57,50,1,0,15,21,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0,0,0,1,0,0,3,
0.7,0.15,0.749,0.456,0.951,2.95,1,0.05,0.548,0.251,0.15,0,1,0.05,1,0.148,0.5,0.5,0,0,80,23,77,63,63,37,0,0,22,59,55,2,7233,20,0,0,0,46,0,511,63,16,3,44,RypienBrett_20331,0,0,1,56,10,Brett,0,277,20331,10,0,74,8,46,Spokane,0,10,88,4,0,80,0,18,21,13,19256,11,0,29,0,0,0,0,0,16,1,-31,16,55,2,11,1,Rypien,10,100,10,99,15,32,20,41,29,18,33,2,1,29,1,7,15,10,0,18,0,0,20331,56,18,17,14,77,0,0,1,10,16,12,0,0,2,0,0,2,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,76,0,0,89,45,30,52,0,9615,64,31,72,85,1,84,71,79,0,77,0,72,0,0,0,0,0,0,42,50,1,0,25,1009,0,0,4,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,4,0,0,0,0,1,0,1,
0.399,0,0.548,2.51,0.753,0,0.4,0,0.403,0,0.1,0,0.403,0,0.35,0.297,0.5,0.5,0,0,90,22,90,61,76,77,0,0,20,73,79,2,3871,140,4,0,47,74,4,246,7,64,3,73,ThorsonClayton_20332,0,0,1,56,10,Malcom,0,6,20332,12,0,69,8,12,Wheaton,0,10,87,5,1,77,0,17,19,69,52664,49,0,67,0,13,0,0,0,15,1,-31,54,81,2,10,1,Perry,10,100,10,99,19,27,60,67,67,18,77,2,1,73,3,8,14,12,0,69,1,0,20332,61,40,44,40,79,3,11,1,32,49,32,0,0,2,31,0,1,18,2,2,45,57,71,91,0,0,0,2,2,2,1,0,0,0,7,6,0,0,88,0,0,98,38,14,63,0,9656,44,27,49,64,0,97,75,67,0,71,271,64,0,0,4,0,7,271,26,50,0,0,71,12,0,0,4,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,3,0,0,0,1,1,1,4,
0.93,0.6,0.85,1.25,0.753,1.25,0.4,0,0.75,1.25,0.1,0,0.9,1.25,0.9,1.25,0.5,0.5,0,0,87,21,77,66,41,9,0,0,24,72,61,2,5828,20,4,0,108,54,4,58,2,16,3,11,FitzgeraldNick_20333,0,0,1,56,10,Ezra,0,167,20333,0,0,78,8,21,Spanaway,0,10,88,72,0,78,0,35,50,50,16954,83,0,17,0,0,0,0,0,19,0,-31,72,16,2,14,1,Cleveland,12,100,10,99,16,32,47,43,23,18,16,2,1,54,3,0,22,0,0,20,3,0,20333,66,77,72,66,69,5,31,1,69,68,65,0,0,2,31,1,11,18,2,0,68,85,107,136,0,0,0,40,40,40,38,0,0,0,158,6,0,0,75,0,0,93,30,16,83,0,9458,60,29,63,71,1,76,75,87,0,70,554,65,0,0,4,0,158,554,150,50,0,0,18,31,0,0,4,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,2,0,0,3,
0.7,0.15,0.749,0.456,0.951,2.95,1,0.05,0.548,0.251,0.05,0,1,0.05,1,0.148,0.5,0.5,0,0,89,24,89,63,78,67,0,0,30,69,79,2,7235,165,4,0,56,43,3,25,6,20,3,74,McSorleyTrace_20334,2,0,1,56,20,Trace,0,30,20334,0,0,72,8,45,Ashburn,0,32,90,7,1,80,0,40,36,45,48055,18,0,30,0,25,0,0,0,29,1,-31,33,80,2,28,1,McSorley,28,100,24,99,27,39,23,37,35,18,78,2,1,65,3,8,35,0,0,25,3,0,20334,53,18,17,14,81,0,0,1,12,19,16,0,0,2,0,0,2,18,2,11,40,52,68,92,0,0,0,4,4,4,4,0,0,0,16,6,0,0,88,0,0,89,35,0,64,0,9568,56,34,61,75,1,88,77,72,0,80,268,69,0,0,4,3,16,254,41,50,1,0,31,25,0,0,4,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,2,1,0,0,
0.848,0.251,0.749,0.456,0.951,2.95,1,0.05,0.548,0.251,0.15,0,1,0.05,1,0.148,0.5,0.5,0,0,89,23,91,62,77,69,0,0,23,74,77,2,7236,315,4,0,60,27,3,28,5,14,3,73,StickEaston_20335,0,0,1,56,10,Easton,0,172,20335,10,0,73,8,26,Omaha,0,55,92,2,0,78,0,30,29,10,31800,14,0,22,0,8,0,0,0,20,1,-31,22,80,2,11,1,Stick,10,100,10,99,17,30,16,63,18,16,77,2,1,56,3,1,17,10,0,16,3,0,20335,57,13,14,13,79,0,0,1,12,21,16,0,0,2,0,0,1,16,2,1,40,53,69,91,0,0,0,7,7,7,6,0,0,0,27,6,1,0,87,0,0,91,20,2,65,0,9640,58,23,64,80,1,92,86,77,0,79,280,67,0,0,4,0,28,252,64,50,1,0,21,8,0,0,4,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,3,0,0,0,2,1,0,2,
1,0.255,0.696,0.275,0.958,0.275,1,0.15,1,0.275,0,0,1,0.275,1,0.275,0.5,0.5,0,0,95,21,95,74,78,78,0,0,21,26,77,1,0,4,4,0,329,79,4,15,1,81,3,84,LoveBryce_20336,0,0,0,71,10,Jerry,0,134,20336,0,0,73,3,8,Deerfield Beach,0,86,93,10,0,83,0,12,15,71,49595,42,1,77,0,26,7,39,0,19,0,-31,44,91,2,13,1,Jeudy,10,100,10,99,17,32,85,71,80,19,84,2,0,54,5,10,14,0,1,84,0,0,20336,78,28,30,28,13,3,26,0,30,47,28,0,39,2,31,2,8,19,2,10,114,142,178,224,0,0,0,215,215,215,216,0,0,0,861,6,1,1,91,0,0,87,15,0,62,0,9557,14,28,19,23,1,81,30,27,0,16,1519,12,0,0,4,3,861,1519,33,50,0,0,85,4,0,0,3,0,1,0,0,0,1,0,2,1,1,1,0,1,0,1,0,0,0,0,2,0,1,1,
0.806,0.625,0.871,0.825,1,0.205,1,0.55,1,0.455,0,0,1,0.55,1,0.655,0.5,0.5,0,0,88,23,85,74,79,76,0,0,27,27,90,1,2121,4,4,0,79,65,3,23,3,44,3,71,HarrisDamien_20337,0,0,0,56,10,Damien,0,272,20337,0,0,70,8,16,Richmond,0,62,86,37,0,88,0,12,16,76,22713,50,1,59,0,22,0,39,0,24,0,-31,48,83,2,13,1,Harris,12,100,10,99,18,38,57,78,58,6,74,2,1,81,4,0,18,0,1,56,1,0,20337,70,38,57,42,15,1,0,0,28,42,34,0,39,2,0,0,1,6,2,0,44,57,75,100,0,0,0,22,22,22,22,0,0,0,88,6,0,1,87,0,0,87,10,0,74,0,9491,17,38,22,27,1,88,35,36,0,28,364,16,0,0,4,3,88,275,56,50,1,0,61,22,0,0,4,0,0,0,0,0,0,0,2,1,1,1,0,1,0,1,0,0,0,0,2,0,0,1,
1,0.255,0.696,0.825,0.958,2.875,1,0.15,1,0.175,0,0,1,0.15,1,0.425,0.5,0.5,0,0,89,22,86,72,79,74,0,0,26,21,88,1,7237,253,4,0,55,71,3,20,7,53,3,74,GaskinMyles_20338,2,0,0,58,12,Myles,0,182,20338,0,0,70,8,46,Lynnwood,0,68,90,37,0,83,0,12,17,73,30905,31,1,65,0,12,0,6,0,26,0,-31,40,83,2,18,1,Gaskin,18,100,11,99,21,30,50,74,67,1,76,1,1,62,5,11,25,0,0,61,3,0,20338,70,26,57,39,10,1,0,0,16,30,23,0,6,2,0,0,6,1,1,11,40,53,69,91,0,0,0,2,2,2,2,0,0,0,8,6,0,1,87,0,0,86,0,0,69,0,9468,10,30,15,20,1,86,20,24,0,15,261,11,0,0,4,3,8,254,30,50,1,0,64,12,0,0,5,0,0,0,0,0,0,0,2,1,1,1,0,1,0,1,1,0,0,0,2,0,1,1,
1,1,0.9,1.266667,0.958,1.266667,1,0.15,1,1.266667,0,0,1,1.266667,1,1.266667,0.5,0.5,0,0,88,21,78,68,73,49,0,0,27,19,74,1,0,4,4,0,432,63,4,10,1,48,3,29,ColburnIIMatt_20341,7,0,0,58,10,Jedrick,0,69,20341,0,0,76,8,16,Lafayette,0,0,95,71,0,76,0,15,20,65,35387,89,1,58,0,0,0,39,0,22,0,-31,90,78,2,12,1,Wills Jr,19,100,10,99,16,28,49,62,61,18,73,2,1,35,5,11,18,0,0,52,3,0,20341,75,67,69,75,15,5,5,0,76,78,81,0,39,2,31,1,2,18,2,11,135,169,211,267,0,0,0,297,297,297,297,0,0,0,1188,6,1,2,74,0,0,93,25,0,93,0,113,10,26,15,20,0,91,28,26,0,15,1970,11,0,0,4,3,1188,1970,152,50,0,0,57,5,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,0,0,0,2,0,0,1,
0.951,0.35,0.806,0.49,0.95,2.875,0.909,0.25,0.905,0.225,0.05,0,0.905,0.25,1,0.2,0.5,0.5,0,0,87,23,82,65,72,67,0,0,34,22,76,1,7240,201,4,0,112,81,3,25,2,65,3,64,ArcegaWhitesideJJ_20344,3,0,0,99,11,JJ,0,69,20344,19,0,74,14,50,Zaragoza,0,53,88,19,0,90,0,16,19,35,64952,38,1,79,0,13,0,35,0,21,0,-31,57,72,2,17,1,Arcega-Whiteside,17,100,11,99,18,36,69,78,83,18,63,2,0,62,11,1,23,19,2,67,0,0,20344,66,26,46,29,6,3,0,0,28,56,35,0,35,2,0,0,11,18,2,1,42,54,71,94,0,0,0,58,58,58,59,0,0,0,233,6,1,1,87,0,0,90,40,0,73,0,9370,6,36,10,15,1,83,31,34,0,10,494,19,0,0,4,0,182,311,61,50,1,0,64,13,0,0,4,0,1,0,0,0,1,0,2,1,1,1,1,2,0,1,1,0,0,0,2,0,0,1,
0.8,0.175,0.7,2.65,1,0.103,1,0.2,1,0.251,0,0,1,0.205,1,0.25,0.5,0.5,0,0,89,25,87,64,74,74,0,0,29,27,75,1,2506,25,1,0,61,78,1,511,63,64,3,73,JohnsonAnthony_20345,0,0,0,56,10,Anthony,0,205,20345,0,0,74,8,39,Rock Hill,0,50,90,83,0,81,0,12,17,45,59448,26,1,79,0,0,0,39,0,25,0,-31,45,81,2,12,1,Johnson,15,100,10,99,15,31,68,73,78,2,72,2,1,60,11,0,21,0,0,66,0,0,20345,63,23,39,26,15,3,29,0,27,50,28,0,39,2,0,0,1,2,2,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,88,3,3,88,20,0,69,0,9526,25,30,28,33,1,84,29,40,0,33,61,26,0,0,0,3,0,0,43,50,1,0,68,29,0,0,4,0,0,0,0,0,1,0,2,0,1,2,0,1,0,1,1,0,0,0,2,0,0,1,
